f_n_words,f_oov,f_rare,f_mlogf,f_rep,f_mwlen,f_short,id,scenario,true_delta,conf_proxy,est_wer,wer
3.0,0.0,0.0,5.546801087891095,0.0,4.666666666666667,0.0,3762,iot,0.0,0.0037248008894792406,0.11599767786720315,0.0
4.0,0.0,0.0,6.076301131867047,0.0,4.25,0.0,3771,alarm,0.0,0.004788464973968898,0.13195322644604662,0.0
3.0,0.3333333333333333,0.3333333333333333,2.4206423642342503,0.0,6.0,0.0,3774,iot,0.0,0.08074226486933112,0.41248048779476765,0.6666666666666666
7.0,0.0,0.0,5.646283640236911,0.0,3.5714285714285716,0.0,3775,iot,0.0,0.024777362626171584,0.12431837124608264,0.0
4.0,0.0,0.25,3.8435237698098024,0.0,6.0,0.0,3779,play,0.0,0.13762953725110505,0.18384529664950539,0.0
5.0,0.0,0.0,4.589566374141705,0.0,5.4,0.0,3780,play,0.0,0.026404148475049793,0.17054941110616614,0.2
8.0,0.0,0.0,5.001582297196634,0.0,3.875,0.0,3784,weather,0.0,0.06578593533572208,0.20311202255067273,0.0
6.0,0.0,0.0,5.70859891433281,0.0,4.833333333333333,0.0,3785,iot,0.0,0.0002825433861857185,0.10227755977279858,0.0
5.0,0.0,0.0,4.4813484938272685,0.0,4.8,0.0,3809,audio,0.0,0.0005382198982355479,0.1723690669229635,0.0
4.0,0.25,0.25,3.6792348492469267,0.0,4.0,0.0,3812,audio,0.0,0.013929951667907225,0.31954726924216714,0.25
7.0,0.0,0.0,4.723371531844333,0.0,4.571428571428571,0.0,3819,music,0.0,0.02711472297145423,0.16608051048324307,0.0
5.0,0.2,0.2,4.509164999354311,0.0,3.6,0.0,3822,news,-1.0,0.39828328260711776,0.31696407456406495,0.2
11.0,0.0,0.09090909090909091,5.786987124363011,0.0,4.181818181818182,0.0,3829,alarm,0.0,0.0029365517962870458,0.06971230518294304,0.0
3.0,0.0,0.0,5.187703043802187,0.0,4.666666666666667,0.0,3834,iot,0.0,0.00062536151741166,0.13762005879211237,0.0
7.0,0.0,0.0,5.294994752223326,0.0,3.5714285714285716,0.0,3835,takeaway,0.0,0.08429541144376473,0.12863552640208126,0.5
3.0,0.0,0.0,5.918973566804965,0.0,4.0,0.0,3837,audio,0.0,0.03621164190233772,0.16326601831440635,0.0
4.0,0.25,0.25,4.926861264785932,0.0,3.5,0.0,3838,audio,0.0,0.15986978420378106,0.42652519659373467,0.25
3.0,0.0,0.0,4.33492277469272,0.0,5.666666666666667,0.0,3841,iot,0.0,0.046821467573984865,0.13696331392264,0.0
11.0,0.0,0.09090909090909091,4.288183612868927,0.0,4.181818181818182,0.0,3852,weather,0.0,0.052043544877164005,0.14777624173756945,0.08333333333333333
8.0,0.0,0.0,5.400611675504504,0.0,4.625,0.0,3859,play,0.0,0.15015912650147967,0.09299227024144106,0.0
10.0,0.0,0.0,5.015280451127454,0.0,4.1,0.0,3864,music,0.0,0.019629305390728602,0.13452453972431863,0.18181818181818182
17.0,0.058823529411764705,0.058823529411764705,5.905978679965316,0.0,3.5294117647058822,0.0,3870,alarm,2.0,0.6294664265838898,0.07042285769963837,0.23529411764705882
3.0,0.0,0.0,5.863748792351366,0.0,4.333333333333333,0.0,3883,iot,0.0,0.12509796248481542,0.164640975392138,0.5
4.0,0.0,0.0,5.470535942751657,0.0,5.0,0.0,3884,alarm,0.0,0.00892552748273756,0.09328706873485709,0.0
4.0,0.0,0.0,4.04318232005259,0.0,6.0,0.0,3886,alarm,0.0,0.020193914307177097,0.11452215611777898,0.0
3.0,0.0,0.0,4.457198546493637,0.0,4.0,0.0,3894,play,0.0,0.21699961854448324,0.2828677961684559,0.0
4.0,0.0,0.25,4.3718642384070785,0.0,4.25,0.0,3907,play,2.0,0.4466842008106139,0.28562346517515225,0.4
10.0,0.1,0.1,5.054945959870828,0.0,3.8,0.0,3911,play,1.0,0.30087005341264683,0.19293742957647766,0.2727272727272727
13.0,0.07692307692307693,0.07692307692307693,5.257370750255214,0.0,3.4615384615384617,0.0,3912,play,0.0,0.033786535895262926,0.15367397091389137,0.25
10.0,0.1,0.2,4.37660535059295,0.0,4.4,0.0,3915,music,0.0,0.21396714062900968,0.2225786131764999,0.1111111111111111
6.0,0.16666666666666666,0.16666666666666666,4.358826185657859,0.0,4.166666666666667,0.0,3936,weather,2.0,0.27654121720668023,0.24624145346286236,1.5
3.0,0.0,0.0,5.723523950094136,0.0,3.3333333333333335,0.0,3960,datetime,0.0,0.24741257395298089,0.4857063594084348,0.0
1.0,0.0,0.0,4.709530201312334,0.0,5.0,1.0,3967,play,-1.0,0.22958620247783357,0.1898008164168067,1.0
7.0,0.2857142857142857,0.5714285714285714,2.883515896494303,0.0,4.428571428571429,0.0,3980,play,0.0,0.0030886602684309095,0.2789028771335602,0.375
9.0,0.0,0.2222222222222222,4.968564973726185,0.0,4.555555555555555,0.0,3982,play,-1.0,0.08576391505571179,0.13839568989287077,0.0
5.0,0.2,0.2,4.725124998452072,0.0,3.0,0.0,3986,alarm,0.0,0.0004804381658727319,0.29758338546984703,0.3333333333333333
7.0,0.0,0.0,5.948377032088014,0.0,3.4285714285714284,0.0,3993,iot,0.0,0.0011984552420796213,0.09488103686611152,0.0
8.0,0.125,0.125,5.3085038366962625,0.0,4.0,0.0,3995,datetime,0.0,0.5000296784484746,0.16828005034883864,0.125
6.0,0.0,0.3333333333333333,4.762647819029643,0.0,4.666666666666667,0.0,4001,news,0.0,0.07855025310452246,0.11345695362199312,0.16666666666666666
5.0,0.2,0.4,3.4666612547602114,0.0,3.8,0.0,4013,iot,-1.0,0.716174324393454,0.3570482047835296,0.0
6.0,0.0,0.0,5.246601347396943,0.0,3.8333333333333335,0.0,4017,alarm,0.0,0.002395963716234406,0.17415744018334223,0.0
4.0,0.0,0.0,6.685340394668122,0.0,3.75,0.0,4023,news,0.0,0.0004118175928163881,0.09075455583782127,0.0
3.0,0.0,0.0,4.550361309202949,0.0,5.0,0.0,4024,iot,0.0,0.4861277130190582,0.18119068812239117,0.0
2.0,0.0,0.0,4.053106451309981,0.0,4.0,0.0,4026,iot,1.0,0.3017943976350578,0.3129840761758632,0.0
6.0,0.16666666666666666,0.16666666666666666,3.380952906726846,0.0,5.0,0.0,4031,play,0.0,0.03367974992877665,0.2084680555191136,0.4
7.0,0.0,0.0,6.555755023565086,0.0,3.2857142857142856,0.0,4040,play,0.0,0.02688518011412422,0.08461540395892761,0.125
3.0,0.0,0.3333333333333333,4.717194238188049,0.0,4.666666666666667,0.0,4043,iot,0.0,0.03774714464790485,0.19821807472354444,0.3333333333333333
7.0,0.14285714285714285,0.2857142857142857,3.939005426260617,0.0,5.857142857142857,0.0,4048,takeaway,0.0,0.027352633050129582,0.16389490397857137,0.2857142857142857
8.0,0.0,0.0,5.413829976398167,0.0,3.5,0.0,4058,play,0.0,0.022832245366180337,0.14552944748212443,0.0
4.0,0.0,0.0,6.292173216177694,0.0,3.75,0.0,4073,datetime,0.0,0.0538475720345265,0.1104954835640002,0.4
5.0,0.0,0.0,5.737321941621687,0.0,4.6,0.0,4077,iot,0.0,0.0005886395525336319,0.07649590129575633,0.0
21.0,0.0,0.0,5.412095559659949,0.0,3.761904761904762,0.0,4081,alarm,0.0,0.01055715222538356,0.10104902967905437,0.0
3.0,0.0,0.0,5.8134542400802225,0.0,3.6666666666666665,0.0,4084,iot,0.0,0.0024387720509678745,0.1260168494083735,0.0
2.0,0.0,0.5,2.2499048351651325,0.0,5.0,0.0,4086,music,0.0,0.05973080604098269,0.41549530884659513,0.0
4.0,0.0,0.25,4.3358081638048915,0.0,5.0,0.0,4088,iot,0.0,0.0054262251528344185,0.19195748006417593,0.0
7.0,0.0,0.0,6.028088300642984,0.0,3.7142857142857144,0.0,4090,audio,0.0,0.0027934588376550273,0.07251272327701609,0.14285714285714285
11.0,0.09090909090909091,0.09090909090909091,5.983441382950672,0.0,3.8181818181818183,0.0,4104,weather,0.0,0.01712899912036736,0.13166450562781853,0.09090909090909091
7.0,0.42857142857142855,0.42857142857142855,3.6474253589657755,0.0,4.285714285714286,0.0,4112,datetime,1.0,0.1360531127977329,0.3854071799754845,0.5555555555555556
5.0,0.0,0.0,5.854358501211616,0.0,5.4,0.0,4116,play,-1.0,0.047015990418441844,0.05430992663094387,0.2
17.0,0.058823529411764705,0.058823529411764705,5.565774985770784,0.0,4.0,0.0,4119,news,1.0,0.13877820367476534,0.11474325996061173,0.5384615384615384
7.0,0.0,0.0,6.584254769025773,0.0,3.7142857142857144,0.0,4121,alarm,0.0,0.00391680411980011,0.06314106424750553,0.0
13.0,0.15384615384615385,0.15384615384615385,4.909501105952712,0.0,3.3076923076923075,0.0,4125,takeaway,-1.0,0.30113696965390035,0.219555143905258,0.21428571428571427
8.0,0.0,0.0,4.942536380673319,0.0,4.375,0.0,4130,alarm,0.0,0.20371687437466035,0.13761225144785058,0.125
14.0,0.0,0.14285714285714285,5.447721597885497,0.0,4.5,0.0,4132,weather,0.0,0.0076275402070475895,0.06837268518957443,0.07142857142857142
7.0,0.14285714285714285,0.2857142857142857,4.848263446459151,0.0,4.0,0.0,4136,play,0.0,0.0536899606848702,0.16636466531090605,0.3333333333333333
9.0,0.1111111111111111,0.1111111111111111,4.314965443915823,0.0,4.555555555555555,0.0,4137,takeaway,3.0,0.5340166685745941,0.16702542317309121,0.375
6.0,0.0,0.0,5.91121758493264,0.0,3.6666666666666665,0.0,4145,alarm,0.0,0.054143303517471764,0.0755237283089407,0.16666666666666666
9.0,0.0,0.0,6.2107970268499155,0.0,3.6666666666666665,0.0,4152,play,0.0,0.16202560237510877,0.07286319255518685,0.0
5.0,0.2,0.4,3.893874075485018,0.0,2.6,0.0,4154,iot,0.0,0.16304358407436859,0.3755305473442904,0.0
4.0,0.25,0.25,4.322477982971211,0.0,4.0,0.0,4155,audio,0.0,0.0065468450539577505,0.3602160724895906,0.5
5.0,0.0,0.0,4.43605221202132,0.0,5.2,0.0,4166,audio,0.0,0.006961072298339865,0.16783979201275426,0.0
6.0,0.0,0.0,5.810482299354678,0.0,4.833333333333333,0.0,4168,weather,1.0,0.14262214901525383,0.07019579739660897,0.0
6.0,0.0,0.0,6.377484021930685,0.0,4.0,0.0,4171,iot,0.0,0.0036267551260082964,0.07175913842052124,0.14285714285714285
7.0,0.0,0.0,4.975906271339987,0.0,4.571428571428571,0.0,4173,iot,0.0,0.0009474415711164808,0.13294850675870348,0.0
6.0,0.0,0.16666666666666666,4.23107333010691,0.0,4.333333333333333,0.0,4174,iot,0.0,0.00814244138220177,0.22606998008721543,0.5714285714285714
9.0,0.0,0.2222222222222222,4.9682137108480875,0.0,5.222222222222222,0.0,4177,news,0.0,0.0005543153575133797,0.13386641498266152,0.0
7.0,0.14285714285714285,0.14285714285714285,5.572521654458184,0.0,4.571428571428571,0.0,4178,news,0.0,0.01404203310164176,0.19046362463511216,0.0
4.0,0.0,0.0,5.497078909058743,0.0,4.5,0.0,4183,datetime,0.0,0.006628300217826677,0.11547304339966953,0.0
5.0,0.0,0.0,6.335077126211045,0.0,3.0,0.0,4186,datetime,0.0,0.020147528694153594,0.18428904841044877,0.16666666666666666
6.0,0.0,0.0,6.774580488728695,0.0,4.166666666666667,0.0,4187,datetime,0.0,0.0065173204890456304,0.05077655555638266,0.6
12.0,0.0,0.08333333333333333,5.122774825423394,0.0,4.25,0.0,4189,music,0.0,0.11383219500963282,0.08547980286538343,0.0
3.0,0.0,0.0,4.401507947016289,0.0,3.6666666666666665,0.0,4201,iot,0.0,0.15104843439207416,0.28149655498848536,0.0
8.0,0.125,0.25,4.875484838269756,0.0,3.375,0.0,4205,play,-1.0,0.042499163251996874,0.2613439796409786,0.14285714285714285
11.0,0.0,0.09090909090909091,4.948664038017006,0.0,3.6363636363636362,0.0,4212,weather,-1.0,0.15597520248643781,0.18816175176708694,0.25
9.0,0.1111111111111111,0.2222222222222222,4.012896342255517,0.0,3.7777777777777777,0.0,4216,general,0.0,0.012996674990419455,0.2958532384337402,0.3333333333333333
9.0,0.0,0.0,4.985041201042218,0.0,3.7777777777777777,0.0,4217,general,0.0,0.01931069035700872,0.1968123980489414,0.0
7.0,0.0,0.14285714285714285,4.661853800010529,0.0,4.571428571428571,0.0,4224,takeaway,0.0,0.0016498424794152422,0.17767189441683667,0.0
10.0,0.0,0.0,6.299031958097155,0.0,3.6,0.0,4227,weather,0.0,0.0007886002677897075,0.08676719156105986,0.09090909090909091
5.0,0.0,0.6,1.8972304543714955,0.0,4.4,0.0,4232,play,1.0,0.416584754704051,0.2268846029803982,0.4
4.0,0.0,0.0,4.954262978268842,0.0,4.0,0.0,4236,datetime,0.0,0.4934930065714901,0.19717792723995906,0.0
3.0,0.3333333333333333,0.3333333333333333,5.135621173017285,0.0,3.3333333333333335,0.0,4240,iot,0.0,0.248398643550105,0.40428285979506867,0.5
3.0,0.0,0.3333333333333333,3.4591610676838003,0.0,5.666666666666667,0.0,4241,audio,0.0,0.037158637135009887,0.1671675147562444,0.0
11.0,0.09090909090909091,0.09090909090909091,5.388784930705464,0.0,4.090909090909091,0.0,4244,iot,0.0,0.00907315881537607,0.12421867108263644,0.09090909090909091
6.0,0.0,0.0,5.172889911196886,0.0,4.333333333333333,0.0,4247,iot,0.0,0.0003108859346533377,0.12441853179874485,0.0
3.0,0.0,0.0,4.340927229225717,0.0,5.0,0.0,4248,iot,0.0,0.0008516288214132084,0.17200836262516583,0.0
10.0,0.0,0.0,6.056290254991056,0.0,3.6,0.0,4249,iot,0.0,0.0001495787396835757,0.05716094658582047,0.09090909090909091
7.0,0.0,0.0,4.938070245258778,0.0,5.0,0.0,4253,datetime,0.0,0.0023674601706695775,0.133494349811808,0.14285714285714285
12.0,0.0,0.16666666666666666,5.452361356393872,0.0,3.5833333333333335,0.0,4254,datetime,0.0,0.005786672412229521,0.10066188964963171,0.0
4.0,0.0,0.0,6.1974135779832125,0.0,4.75,0.0,4258,news,0.0,0.0002942999949477887,0.11022349065573475,0.0
3.0,0.0,0.3333333333333333,3.169060127404243,0.5,5.666666666666667,0.0,4266,weather,1.0,0.33060920335420396,0.34869920790173103,0.75
8.0,0.0,0.125,6.26587765034722,0.0,3.25,0.0,4268,music,-1.0,0.08098199494472691,0.10560784946694825,0.25
3.0,0.0,0.0,4.360946846205231,0.0,5.333333333333333,0.0,4271,iot,0.0,0.005474171387262805,0.17200836262516583,0.0
8.0,0.0,0.0,5.4898524303556036,0.0,4.25,0.0,4272,iot,0.0,0.006903146992348619,0.10036137237292504,0.0
4.0,0.0,0.0,5.708997716668321,0.0,3.5,0.0,4273,play,0.0,0.01282573200949677,0.17333227888381925,0.25
6.0,0.0,0.0,5.470468112579113,0.0,5.166666666666667,0.0,4283,iot,0.0,0.00029291190706071113,0.05523347125729773,0.0
8.0,0.0,0.0,5.293495133195597,0.0,4.0,0.0,4290,weather,0.0,0.002987963681383654,0.10126275952946981,0.0
5.0,0.2,0.2,4.922476917031007,0.0,4.0,0.0,4299,iot,0.0,0.06334119816481143,0.25347964677913115,0.16666666666666666
8.0,0.0,0.25,3.907489383194007,0.0,3.875,0.0,4305,play,0.0,0.013950318603776157,0.23001945190439535,0.5
11.0,0.0,0.09090909090909091,4.836027853019563,0.0,4.090909090909091,0.0,4309,datetime,0.0,0.034713099872135444,0.1465918329561639,0.0
9.0,0.1111111111111111,0.2222222222222222,4.228814843549567,0.0,3.7777777777777777,0.0,4312,weather,0.0,0.001060887533331445,0.2411513591769546,0.2
8.0,0.0,0.0,5.480743608889931,0.0,4.375,0.0,4313,weather,0.0,0.0019155376222079745,0.08875611192736506,0.2857142857142857
8.0,0.125,0.125,5.422025677796533,0.0,3.0,0.0,4319,alarm,0.0,0.5525403835115024,0.2600663694508558,0.125
7.0,0.0,0.0,5.139136716504423,0.0,4.285714285714286,0.0,4334,social,0.0,0.018733742314526514,0.1223951265720011,0.0
6.0,0.0,0.0,6.463487370420901,0.0,3.3333333333333335,0.0,4336,datetime,0.0,0.009207916258566207,0.12140382490580418,0.0
3.0,0.0,0.0,5.815338286103455,0.0,4.0,0.0,4346,iot,0.0,0.03830349863787896,0.16326601831440635,0.3333333333333333
3.0,0.6666666666666666,0.6666666666666666,1.8483924814931874,0.0,6.666666666666667,0.0,4347,iot,1.0,0.23642579991350088,0.49689205351438737,0.3333333333333333
7.0,0.0,0.0,5.877037776877763,0.0,3.5714285714285716,0.0,4355,weather,0.0,0.0158333129833379,0.07588950638216888,0.5714285714285714
5.0,0.0,0.2,4.5962453725052,0.0,4.0,0.0,4361,play,0.0,0.3043864490723204,0.23335978360343604,0.0
6.0,0.3333333333333333,0.3333333333333333,4.880637867695658,0.0,4.0,0.0,4362,datetime,1.0,0.21602717048695164,0.4203162523141349,0.5
3.0,0.0,0.0,3.7272503898141047,0.0,4.666666666666667,0.0,4375,alarm,0.0,0.07248519267638165,0.3317086049007041,0.3333333333333333
5.0,0.0,0.0,5.950975017045644,0.0,3.8,0.0,4376,weather,0.0,0.023702733821143962,0.12152193762865311,0.0
4.0,0.0,0.0,6.13573071077354,0.0,5.75,0.0,4377,weather,0.0,0.003006709664729157,0.06528441498653008,0.0
6.0,0.0,0.0,6.262991015856237,0.0,4.666666666666667,0.0,4383,weather,0.0,0.006601225885643269,0.07605574206949609,0.0
6.0,0.0,0.0,5.905827057492238,0.0,4.0,0.0,4391,news,0.0,0.0009086798559722054,0.07258621990023839,0.0
10.0,0.0,0.0,5.713918888352572,0.0,4.3,0.0,4400,news,0.0,0.0035557501568159733,0.08487960105690086,0.0
10.0,0.1,0.2,4.716428152011045,0.0,3.4,0.0,4402,weather,0.0,0.6960987907384064,0.3108548026885847,0.5555555555555556
5.0,0.2,0.2,5.310905650282974,0.0,5.2,0.0,4412,weather,0.0,0.006087345236628128,0.17715305574368856,0.0
2.0,0.0,0.5,3.414356035820842,0.0,6.0,0.0,4428,music,0.0,0.0167755450154754,0.23555769213988323,0.0
5.0,0.0,0.0,5.014366859500066,0.0,4.2,0.0,4436,weather,0.0,0.13092200624968198,0.17537967177745112,0.0
7.0,0.0,0.0,5.664508090908879,0.0,4.142857142857143,0.0,4439,weather,0.0,0.0018564657564383857,0.10755698193450945,0.0
4.0,0.0,0.0,4.88648963501244,0.0,4.0,0.0,4442,iot,0.0,0.010964677381132049,0.18868584064029298,0.25
7.0,0.0,0.0,5.5525101259966405,0.0,4.285714285714286,0.0,4443,iot,1.0,0.16055263961427568,0.10077274564709171,0.3333333333333333
8.0,0.125,0.375,3.254118229251066,0.0,2.625,0.0,4449,weather,0.0,0.12921482848557952,0.358111608098782,0.5555555555555556
2.0,0.0,0.0,5.604841477200196,0.0,4.5,0.0,4452,play,0.0,0.0007026054289323014,0.15159942110503302,0.0
5.0,0.4,0.4,3.5349225680395078,0.0,3.6,0.0,4461,takeaway,-1.0,0.7095156615191465,0.4538678931111265,0.4
6.0,0.0,0.16666666666666666,4.965306602768563,0.0,4.333333333333333,0.0,4463,datetime,0.0,0.4877869923621393,0.15437291781515025,0.0
3.0,0.0,0.0,6.1175346176090954,0.0,4.0,0.0,4477,play,0.0,0.0015461620532726261,0.16326601831440635,0.0
9.0,0.0,0.2222222222222222,4.803286157633524,0.0,4.222222222222222,0.0,4482,weather,2.0,0.6140604508484468,0.13289704202039762,0.2222222222222222
8.0,0.0,0.0,6.379878780104979,0.0,4.25,0.0,4486,weather,0.0,0.004455213822489812,0.0663338308676812,0.125
6.0,0.0,0.0,5.116402911515155,0.0,4.166666666666667,0.0,4487,weather,0.0,0.005629426202624299,0.11562264541530495,0.0
8.0,0.0,0.0,5.92751315022103,0.0,4.0,0.0,4491,news,0.0,0.003402134828572212,0.06578595526966667,0.125
9.0,0.0,0.2222222222222222,5.310438559877399,0.0,4.333333333333333,0.0,4492,news,-1.0,0.6139238135013613,0.11438738795122802,0.2222222222222222
5.0,0.0,0.0,4.842121979570967,0.0,3.4,0.0,4496,news,0.0,0.09798844891895508,0.28540819887708385,0.6
8.0,0.0,0.0,5.92785110355387,0.0,3.25,0.0,4502,datetime,0.0,0.0076785709627970045,0.08769109167154468,0.0
8.0,0.0,0.125,4.97692261053947,0.0,3.75,0.0,4516,iot,0.0,0.0008191699283013332,0.20654304637331491,0.42857142857142855
7.0,0.0,0.0,5.67188471256726,0.0,5.142857142857143,0.0,4524,weather,0.0,0.006643831600124828,0.05999430231797173,0.375
17.0,0.29411764705882354,0.6470588235294118,2.3551085426001417,0.0,4.470588235294118,0.0,4544,takeaway,0.0,0.20144823956148783,0.32471615612639476,0.42105263157894735
5.0,0.0,0.2,4.651750856993719,0.0,5.2,0.0,4547,play,0.0,0.007013863529414577,0.16744815636088461,0.5
10.0,0.2,0.3,3.9217312070701893,0.0,4.1,0.0,4550,music,-1.0,0.06617769183668476,0.21122508271863372,1.125
5.0,0.0,0.0,5.619983901573898,0.0,4.0,0.0,4554,iot,0.0,0.006961507060145089,0.1368074615440764,0.0
5.0,0.0,0.0,5.865170017750946,0.0,3.6,0.0,4560,music,0.0,0.10775301341292909,0.11253438086597926,0.0
9.0,0.1111111111111111,0.1111111111111111,4.610656449398084,0.0,4.333333333333333,0.0,4567,news,0.0,0.0015777094996186625,0.2281899364018266,0.42857142857142855
6.0,0.0,0.0,6.674431765976113,0.0,3.6666666666666665,0.0,4580,datetime,0.0,0.012735928967052113,0.058304501577275875,0.0
3.0,0.0,0.0,5.734664303950548,0.0,5.0,0.0,4587,play,0.0,0.01719326770077323,0.09299215545863859,0.0
6.0,0.0,0.0,5.132158073606875,0.0,4.833333333333333,0.0,4589,calendar,-1.0,0.45873332839238745,0.08657589995002014,0.0
8.0,0.125,0.125,4.665174243878733,0.0,2.125,0.0,4601,alarm,0.0,0.04379136259652505,0.3923332711317253,0.14285714285714285
5.0,0.0,0.0,4.611821106083,0.0,5.6,0.0,4606,news,1.0,0.45873823808992675,0.13025256936514457,0.2
8.0,0.125,0.25,4.022531579890865,0.0,5.0,0.0,4614,weather,0.0,0.0033613432148756894,0.25417642107116317,0.375
3.0,0.0,0.3333333333333333,2.6647649954719927,0.0,5.666666666666667,0.0,4618,iot,0.0,0.06150710683748395,0.2920431774081567,0.0
5.0,0.2,0.2,3.9624138654919703,0.0,4.4,0.0,4620,iot,2.0,0.5746606541200765,0.2384124586896625,0.6
7.0,0.0,0.14285714285714285,4.765337386777427,0.0,5.428571428571429,0.0,4638,audio,0.0,0.03028285824323096,0.12042137420804426,0.0
5.0,0.0,0.0,5.874796335126885,0.0,4.0,0.0,4653,audio,0.0,0.0017788000510420288,0.10259457917654476,0.0
7.0,0.2857142857142857,0.2857142857142857,4.320498203356222,0.0,2.5714285714285716,0.0,4654,alarm,0.0,0.0005538735243957316,0.32162061732583963,0.2857142857142857
3.0,0.0,0.0,4.2649048334029365,0.0,3.0,0.0,4659,audio,0.0,0.06354288753298654,0.25329258585941505,0.0
5.0,0.0,0.2,5.242479560655714,0.0,3.6,0.0,4662,news,0.0,0.004479044494260287,0.46291766965122233,0.2
4.0,0.25,0.25,4.830952877520419,0.0,2.75,0.0,4667,datetime,1.0,0.37488810655167804,0.34125875986490106,1.0
5.0,0.0,0.0,4.832525731954711,0.0,4.0,0.0,4671,music,0.0,0.0028427035460562022,0.1635631410709006,0.0
6.0,0.0,0.0,5.308712100090508,0.0,3.5,0.0,4672,music,0.0,0.0665215663189408,0.1455930386290686,0.0
5.0,0.0,0.0,6.136392399127506,0.0,4.2,0.0,4673,alarm,0.0,0.004811284871811816,0.10649123724879053,0.0
8.0,0.125,0.25,3.5919044592971603,0.0,4.25,0.0,4680,weather,0.0,0.24439096741959299,0.23620875995773902,0.0
4.0,0.0,0.0,6.373902043238458,0.0,4.25,0.0,4689,weather,0.0,0.010445125893909668,0.1311261449663295,0.2
7.0,0.2857142857142857,0.2857142857142857,4.627746812034041,0.0,3.0,0.0,4692,play,0.0,0.0007826026599730973,0.3029880262159329,0.0
6.0,0.0,0.0,5.857713590553232,0.0,4.666666666666667,0.0,4702,audio,0.0,0.14455339534899836,0.0658933643395036,0.0
6.0,0.0,0.0,5.4116234527862055,0.0,4.333333333333333,0.0,4710,datetime,0.0,0.24270885554655064,0.10703230918791146,0.0
6.0,0.0,0.0,5.390491992780878,0.0,3.5,0.0,4712,alarm,0.0,0.20388115326013956,0.14755285270886814,0.0
7.0,0.0,0.0,5.8891756129690105,0.0,3.2857142857142856,0.0,4764,weather,0.0,0.0025732812860967957,0.08769109167154468,0.0
11.0,0.0,0.18181818181818182,4.305417675461468,0.0,5.545454545454546,0.0,4767,news,0.0,0.07006354030366435,0.2007681777533552,0.18181818181818182
8.0,0.0,0.0,6.421971518784956,0.0,3.375,0.0,4772,datetime,0.0,0.000985827967768138,0.11039354152411363,0.0
7.0,0.0,0.0,6.519730737646485,0.0,3.857142857142857,0.0,4776,alarm,0.0,0.006091767889969457,0.07060197501056066,0.0
10.0,0.1,0.1,4.628135755217555,0.0,4.0,0.0,4780,datetime,2.0,0.6180427560555412,0.20560933716445798,0.25
2.0,0.0,0.0,5.3126110949739935,0.0,4.5,0.0,4784,weather,1.0,0.30133354710937466,0.1468107673265746,0.8
5.0,0.0,0.0,5.448476046816085,0.0,3.8,0.0,4798,iot,0.0,0.11767269984591344,0.17941033280767768,0.5
7.0,0.14285714285714285,0.2857142857142857,4.2316312310459105,0.0,3.5714285714285716,0.0,4799,iot,1.0,0.3995696454813038,0.24101815509791302,0.42857142857142855
7.0,0.0,0.14285714285714285,5.24123974436199,0.0,4.285714285714286,0.0,4803,iot,0.0,1.8467996567350653e-05,0.17597819955810212,0.0
7.0,0.14285714285714285,0.14285714285714285,5.032333450575818,0.0,4.142857142857143,0.0,4809,music,0.0,0.002856475850438467,0.15944471203073016,0.14285714285714285
7.0,0.0,0.14285714285714285,5.9984044308604325,0.0,3.7142857142857144,0.0,4813,datetime,0.0,0.004547613047812815,0.08790778007790556,0.0
4.0,0.0,0.0,5.679045059094013,0.0,4.5,0.0,4826,iot,0.0,0.00012596626817140688,0.12225727968708727,0.25
3.0,0.0,0.3333333333333333,3.020806747299854,0.0,6.333333333333333,0.0,4831,audio,0.0,0.004719629796964053,0.16863999588965395,0.3333333333333333
2.0,0.0,0.0,2.810200432858575,0.0,4.5,0.0,4833,audio,0.0,0.04795218978945903,0.732019607292364,0.0
5.0,0.0,0.2,5.2494160435282335,0.0,4.2,0.0,4837,news,0.0,0.0018687507033261497,0.1657121259984358,0.2
6.0,0.0,0.16666666666666666,4.459338294469124,0.0,3.6666666666666665,0.0,4838,play,0.0,0.005971716288104889,0.23125150917306994,0.16666666666666666
9.0,0.0,0.1111111111111111,5.01450969181404,0.0,4.666666666666667,0.0,4845,datetime,2.0,0.7340906831652214,0.1566422535212585,0.2727272727272727
6.0,0.0,0.0,4.918857118585037,0.0,4.0,0.0,4848,alarm,0.0,0.05242974433269454,0.16805697482104956,0.16666666666666666
4.0,0.0,0.0,6.604161367531154,0.0,3.0,0.0,4851,alarm,0.0,0.004502181703426422,0.12736412954388504,0.0
4.0,0.0,0.0,4.595782099574933,0.0,4.0,0.0,4854,audio,1.0,0.41809419549066207,0.2553600007276075,0.25
4.0,0.0,0.0,5.859427599620234,0.0,3.5,0.0,4871,weather,0.0,0.13731933617109393,0.10865964741737691,0.0
3.0,0.3333333333333333,0.3333333333333333,2.642441453436598,0.0,6.333333333333333,0.0,4874,music,0.0,0.18449388549674128,0.35942149570257403,0.0
8.0,0.0,0.0,5.592143576100127,0.0,4.375,0.0,4881,datetime,-1.0,0.458867918803327,0.0711230573795887,0.1111111111111111
6.0,0.0,0.16666666666666666,5.578551771722931,0.0,2.3333333333333335,0.0,4882,datetime,4.0,0.754310449365261,0.7860383124337672,0.2857142857142857
